年月,區域別,里數,鄰數,戶數,性別,人口數,遷入人數,遷出人數,出生人數,死亡人數,結婚對數,離婚對數,平地原住民,山地原住民,年齡14歲以下人數,年齡15至64歲人數,年齡65歲以上人數
"11006","香山","24","375","28653","女","38728","119","111","29","17","32","16","335","337","4667","28418","5643"
"11007","新竹市","122","2171","172775","男女合計","452807","1890","1761","258","199","168","77","2193","2233","75957","316356","60494"
"11007","新竹市","122","2171","172775","男","223549","885","776","133","108","168","77","1003","871","39541","157200","26808"
"11007","新竹市","122","2171","172775","女","229258","1005","985","125","91","168","77","1190","1362","36416","159156","33686"
"11007","東區","53","1020","84663","男女合計","221541","912","867","138","91","85","43","721","859","44220","149879","27442"
"11007","東區","53","1020","84663","男","109148","425","392","69","51","85","43","309","328","23103","73937","12108"
"11007","東區","53","1020","84663","女","112393","487","475","69","40","85","43","412","531","21117","75942","15334"
"11007","北區","45","776","59428","男女合計","152490","660","604","71","69","47","26","802","811","22016","107870","22604"
"11007","北區","45","776","59428","男","74365","315","263","40","35","47","26","359","318","11374","53074","9917"
"11007","北區","45","776","59428","女","78125","345","341","31","34","47","26","443","493","10642","54796","12687"
"11007","香山","24","375","28684","男女合計","78776","318","290","49","39","36","8","670","563","9721","58607","10448"
"11007","香山","24","375","28684","男","40036","145","121","24","22","36","8","335","225","5064","30189","4783"
"11007","香山","24","375","28684","女","38740","173","169","25","17","36","8","335","338","4657","28418","5665"
"11008","新竹市","122","2171","173286","男女合計","452781","2090","2173","279","222","70","80","2202","2239","75810","316195","60776"
"11008","新竹市","122","2171","173286","男","223599","987","958","138","117","70","80","1010","874","39438","157238","26923"
"11008","新竹市","122","2171","173286","女","229182","1103","1215","141","105","70","80","1192","1365","36372","158957","33853"
"11008","東區","53","1020","84911","男女合計","221387","946","1146","138","92","34","32","733","859","44109","149729","27549"
"11008","東區","53","1020","84911","男","109118","465","522","75","48","34","32","312","327","23023","73951","12144"
"11008","東區","53","1020","84911","女","112269","481","624","63","44","34","32","421","532","21086","75778","15405"
"11008","北區","45","776","59635","男女合計","152619","786","657","90","90","20","29","806","814","22018","107880","22721"
"11008","北區","45","776","59635","男","74449","372","275","36","49","20","29","365","322","11375","53114","9960"
"11008","北區","45","776","59635","女","78170","414","382","54","41","20","29","441","492","10643","54766","12761"
"11008","香山","24","375","28740","男女合計","78775","358","370","51","40","16","19","663","566","9683","58586","10506"
"11008","香山","24","375","28740","男","40032","150","161","27","20","16","19","333","225","5040","30173","4819"
"11008","香山","24","375","28740","女","38743","208","209","24","20","16","19","330","341","4643","28413","5687"
"11009","新竹市","122","2171","173974","男女合計","452882","2480","2451","310","238","230","76","2203","2230","75680","316206","60996"
"11009","新竹市","122","2171","173974","男","223677","1189","1143","162","130","230","76","1009","869","39389","157272","27016"
"11009","新竹市","122","2171","173974","女","229205","1291","1308","148","108","230","76","1194","1361","36291","158934","33980"
"11009","東區","53","1020","85358","男女合計","221565","1316","1193","151","96","112","28","737","860","44069","149852","27644"
"11009","東區","53","1020","85358","男","109240","648","561","86","51","112","28","313","326","23038","74022","12180"
"11009","東區","53","1020","85358","女","112325","668","632","65","45","112","28","424","534","21031","75830","15464"
"11009","北區","45","776","59829","男女合計","152604","778","795","94","92","71","34","804","807","21943","107855","22806"
"11009","北區","45","776","59829","男","74464","383","359","41","50","71","34","364","317","11329","53136","9999"
"11009","北區","45","776","59829","女","78140","395","436","53","42","71","34","440","490","10614","54719","12807"
"11009","香山","24","375","28787","男女合計","78713","386","463","65","50","47","14","662","563","9668","58499","10546"
"11009","香山","24","375","28787","男","39973","158","223","35","29","47","14","332","226","5022","30114","4837"
"11009","香山","24","375","28787","女","38740","228","240","30","21","47","14","330","337","4646","28385","5709"
"11010","新竹市","122","2171","173984","男女合計","452844","1486","1596","305","236","217","86","2213","2249","75519","316143","61182"
"11010","新竹市","122","2171","173984","男","223672","713","723","141","136","217","86","1017","876","39301","157285","27086"
"11010","新竹市","122","2171","173984","女","229172","773","873","164","100","217","86","1196","1373","36218","158858","34096"
"11010","東區","53","1020","85382","男女合計","221610","728","729","162","117","105","23","735","875","44034","149841","27735"
"11010","東區","53","1020","85382","男","109284","356","320","73","65","105","23","311","331","23011","74053","12220"
"11010","東區","53","1020","85382","女","112326","372","409","89","52","105","23","424","544","21023","75788","15515"
"11010","北區","45","776","59816","男女合計","152490","500","622","93","87","68","47","813","809","21852","107777","22861"
"11010","北區","45","776","59816","男","74393","233","297","41","48","68","47","371","319","11274","53097","10022"
"11010","北區","45","776","59816","女","78097","267","325","52","39","68","47","442","490","10578","54680","12839"
"11010","香山","24","375","28786","男女合計","78744","258","245","50","32","44","16","665","565","9633","58525","10586"
"11010","香山","24","375","28786","男","39995","124","106","27","23","44","16","335","226","5016","30135","4844"
"11010","香山","24","375","28786","女","38749","134","139","23","9","44","16","330","339","4617","28390","5742"
"11011","新竹市","122","2171","173970","男女合計","452665","1462","1703","295","233","236","88","2218","2249","75394","315864","61407"
"11011","新竹市","122","2171","173970","男","223581","703","816","153","131","236","88","1017","877","39242","157171","27168"
"11011","新竹市","122","2171","173970","女","229084","759","887","142","102","236","88","1201","1372","36152","158693","34239"
"11011","東區","53","1020","85373","男女合計","221573","754","849","162","104","96","41","732","872","43979","149742","27852"
"11011","東區","53","1020","85373","男","109264","375","423","91","63","96","41","305","330","23001","74008","12255"
"11011","東區","53","1020","85373","女","112309","379","426","71","41","96","41","427","542","20978","75734","15597"
"11011","北區","45","776","59808","男女合計","152422","502","567","80","83","87","27","820","817","21800","107687","22935"
"11011","北區","45","776","59808","男","74364","240","260","35","44","87","27","376","322","11242","53067","10055"
"11011","北區","45","776","59808","女","78058","262","307","45","39","87","27","444","495","10558","54620","12880"
"11011","香山","24","375","28789","男女合計","78670","206","287","53","46","53","20","666","560","9615","58435","10620"
"11011","香山","24","375","28789","男","39953","88","133","27","24","53","20","336","225","4999","30096","4858"
"11011","香山","24","375","28789","女","38717","118","154","26","22","53","20","330","335","4616","28339","5762"
"11012","新竹市","122","2171","174055","男女合計","452640","1793","1883","305","240","294","90","2218","2246","75296","315774","61570"
"11012","新竹市","122","2171","174055","男","223596","824","829","162","142","294","90","1018","877","39212","157159","27225"
"11012","新竹市","122","2171","174055","女","229044","969","1054","143","98","294","90","1200","1369","36084","158615","34345"
"11012","東區","53","1020","85432","男女合計","221651","921","886","152","109","144","37","733","866","43992","149730","27929"
"11012","東區","53","1020","85432","男","109325","440","387","81","73","144","37","304","328","23026","74031","12268"
"11012","東區","53","1020","85432","女","112326","481","499","71","36","144","37","429","538","20966","75699","15661"
"11012","北區","45","776","59829","男女合計","152348","589","668","90","85","94","35","819","823","21741","107623","22984"
"11012","北區","45","776","59829","男","74299","240","305","44","44","94","35","376","323","11208","53017","10074"
"11012","北區","45","776","59829","女","78049","349","363","46","41","94","35","443","500","10533","54606","12910"
"11012","香山","24","375","28794","男女合計","78641","283","329","63","46","56","18","666","557","9563","58421","10657"
"11012","香山","24","375","28794","男","39972","144","137","37","25","56","18","338","226","4978","30111","4883"
"11012","香山","24","375","28794","女","38669","139","192","26","21","56","18","328","331","4585","28310","5774"
"11101","新竹市","122","2170","174167","男女合計","452586","1883","2021","306","222","220","71","2229","2245","75231","315607","61748"
"11101","新竹市","122","2170","174167","男","223622","880","900","165","119","220","71","1021","873","39207","157107","27308"
"11101","新竹市","122","2170","174167","女","228964","1003","1121","141","103","220","71","1208","1372","36024","158500","34440"
"11101","東區","53","1019","85503","男女合計","221713","976","994","165","85","100","32","733","867","44016","149698","27999"
"11101","東區","53","1019","85503","男","109408","462","430","96","45","100","32","303","330","23063","74039","12306"
"11101","東區","53","1019","85503","女","112305","514","564","69","40","100","32","430","537","20953","75659","15693"
"11101","北區","45","776","59853","男女合計","152267","608","680","84","93","70","25","827","827","21672","107556","23039"
"11101","北區","45","776","59853","男","74261","280","313","42","47","70","25","381","322","11182","52983","10096"
"11101","北區","45","776","59853","女","78006","328","367","42","46","70","25","446","505","10490","54573","12943"
"11101","香山","24","375","28811","男女合計","78606","299","347","57","44","50","14","669","551","9543","58353","10710"
"11101","香山","24","375","28811","男","39953","138","157","27","27","50","14","337","221","4962","30085","4906"
"11101","香山","24","375","28811","女","38653","161","190","30","17","50","14","332","330","4581","28268","5804"
"11102","新竹市","122","2170","174124","男女合計","452055","1347","1863","207","222","148","66","2230","2243","75049","315027","61979"
"11102","新竹市","122","2170","174124","男","223361","648","869","98","138","148","66","1019","874","39125","156840","27396"
"11102","新竹市","122","2170","174124","女","228694","699","994","109","84","148","66","1211","1369","35924","158187","34583"
"11102","東區","53","1019","85486","男女合計","221479","687","927","100","94","72","28","735","864","43952","149435","28092"
"11102","東區","53","1019","85486","男","109276","328","451","50","59","72","28","302","327","23028","73914","12334"
"11102","東區","53","1019","85486","女","112203","359","476","50","35","72","28","433","537","20924","75521","15758"
"11102","北區","45","776","59825","男女合計","152016","418","652","67","84","49","30","821","828","21573","107320","23123"
"11102","北區","45","776","59825","男","74164","205","283","31","50","49","30","377","326","11144","52887","10133"
"11102","北區","45","776","59825","女","77852","213","369","36","34","49","30","444","502","10429","54433","12990"
"11102","香山","24","375","28813","男女合計","78560","242","284","40","44","27","8","674","551","9524","58272","10764"
"11102","香山","24","375","28813","男","39921","115","135","17","29","27","8","340","221","4953","30039","4929"
"11102","香山","24","375","28813","女","38639","127","149","23","15","27","8","334","330","4571","28233","5835"
"11103","新竹市","122","2170","174218","男女合計","451689","1994","2373","299","286","206","86","2223","2252","74976","314636","62077"
"11103","新竹市","122","2170","174218","男","223158","943","1137","164","173","206","86","1016","883","39123","156622","27413"
"11103","新竹市","122","2170","174218","女","228531","1051","1236","135","113","206","86","1207","1369","35853","158014","34664"
"11103","東區","53","1020","85528","男女合計","221436","1034","1101","156","132","103","34","735","866","44015","149305","28116"
"11103","東區","53","1020","85528","男","109273","505","522","87","73","103","34","302","331","23095","73834","12344"
"11103","東區","53","1020","85528","女","112163","529","579","69","59","103","34","433","535","20920","75471","15772"
"11103","北區","45","775","59848","男女合計","151838","648","818","94","102","65","34","813","831","21524","107164","23150"
"11103","北區","45","775","59848","男","74071","301","377","47","64","65","34","375","332","11130","52811","10130"
"11103","北區","45","775","59848","女","77767","347","441","47","38","65","34","438","499","10394","54353","13020"
"11103","香山","24","375","28842","男女合計","78415","312","454","49","52","38","18","675","555","9437","58167","10811"
"11103","香山","24","375","28842","男","39814","137","238","30","36","38","18","339","220","4898","29977","4939"
"11103","香山","24","375","28842","女","38601","175","216","19","16","38","18","336","335","4539","28190","5872"
"11104","新竹市","122","2170","174141","男女合計","450494","1612","2840","260","227","115","66","2232","2235","74736","313665","62093"
"11104","新竹市","122","2170","174141","男","222438","771","1508","136","119","115","66","1021","874","38967","156090","27381"
"11104","新竹市","122","2170","174141","女","228056","841","1332","124","108","115","66","1211","1361","35769","157575","34712"
"11104","東區","53","1020","85483","男女合計","220843","793","1419","127","94","55","34","737","866","43923","148822","28098"
"11104","東區","53","1020","85483","男","108889","378","783","68","47","55","34","303","332","23020","73550","12319"
"11104","東區","53","1020","85483","女","111954","415","636","59","47","55","34","434","534","20903","75272","15779"
"11104","北區","45","775","59823","男女合計","151364","560","1025","76","85","40","18","818","818","21389","106809","23166"
"11104","北區","45","775","59823","男","73813","274","528","36","40","40","18","378","323","11043","52650","10120"
"11104","北區","45","775","59823","女","77551","286","497","40","45","40","18","440","495","10346","54159","13046"
"11104","香山","24","375","28835","男女合計","78287","259","396","57","48","20","14","677","551","9424","58034","10829"
"11104","香山","24","375","28835","男","39736","119","197","32","32","20","14","340","219","4904","29890","4942"
"11104","香山","24","375","28835","女","38551","140","199","25","16","20","14","337","332","4520","28144","5887"
"11105","新竹市","122","2170","174297","男女合計","450347","1646","1752","192","233","368","64","2237","2230","74538","313558","62251"
"11105","新竹市","122","2170","174297","男","222335","789","866","107","133","368","64","1021","871","38872","156023","27440"
"11105","新竹市","122","2170","174297","女","228012","857","886","85","100","368","64","1216","1359","35666","157535","34811"
"11105","東區","53","1020","85529","男女合計","220735","783","906","108","93","144","30","736","862","43843","148745","28147"
"11105","東區","53","1020","85529","男","108832","378","449","61","47","144","30","302","328","22975","73504","12353"
"11105","東區","53","1020","85529","女","111903","405","457","47","46","144","30","434","534","20868","75241","15794"
"11105","北區","45","775","59894","男女合計","151348","580","561","50","85","156","21","821","811","21344","106770","23234"
"11105","北區","45","775","59894","男","73789","276","275","24","49","156","21","377","321","11035","52613","10141"
"11105","北區","45","775","59894","女","77559","304","286","26","36","156","21","444","490","10309","54157","13093"
"11105","香山","24","375","28874","男女合計","78264","283","285","34","55","68","13","680","557","9351","58043","10870"
"11105","香山","24","375","28874","男","39714","135","142","22","37","68","13","342","222","4862","29906","4946"
"11105","香山","24","375","28874","女","38550","148","143","12","18","68","13","338","335","4489","28137","5924"
"11106","新竹市","122","2169","174515","男女合計","450464","1724","1512","232","327","185","88","2238","2226","74425","313654","62385"
"11106","新竹市","122","2169","174515","男","222379","797","700","127","180","185","88","1020","869","38795","156102","27482"
"11106","新竹市","122","2169","174515","女","228085","927","812","105","147","185","88","1218","1357","35630","157552","34903"
"11106","東區","53","1019","85637","男女合計","220760","813","741","106","153","81","34","737","861","43772","148792","28196"
"11106","東區","53","1019","85637","男","108851","390","361","62","72","81","34","302","326","22931","73550","12370"
"11106","東區","53","1019","85637","女","111909","423","380","44","81","81","34","435","535","20841","75242","15826"
"11106","北區","45","775","59982","男女合計","151411","595","502","81","111","58","34","824","814","21299","106831","23281"
"11106","北區","45","775","59982","男","73813","272","217","38","69","58","34","379","323","11008","52660","10145"
"11106","北區","45","775","59982","女","77598","323","285","43","42","58","34","445","491","10291","54171","13136"
"11106","香山","24","375","28896","男女合計","78293","316","269","45","63","46","20","677","551","9354","58031","10908"
"11106","香山","24","375","28896","男","39715","135","122","27","39","46","20","339","220","4856","29892","4967"
"11106","香山","24","375","28896","女","38578","181","147","18","24","46","20","338","331","4498","28139","5941"
"11107","新竹市","122","2169","174816","男女合計","450655","2060","1826","236","279","179","120","2242","2222","74351","313846","62458"
"11107","新竹市","122","2169","174816","男","222472","982","862","122","149","179","120","1021","863","38756","156204","27512"
"11107","新竹市","122","2169","174816","女","228183","1078","964","114","130","179","120","1221","1359","35595","157642","34946"
"11107","東區","53","1019","85713","男女合計","220711","864","924","124","113","85","45","727","853","43710","148790","28211"
"11107","東區","53","1019","85713","男","108813","398","450","70","56","85","45","300","321","22888","73544","12381"
"11107","東區","53","1019","85713","女","111898","466","474","54","57","85","45","427","532","20822","75246","15830"
"11107","北區","45","775","60098","男女合計","151536","765","618","78","100","59","47","828","810","21300","106911","23325"
"11107","北區","45","775","60098","男","73905","385","275","36","54","59","47","381","321","11019","52728","10158"
"11107","北區","45","775","60098","女","77631","380","343","42","46","59","47","447","489","10281","54183","13167"
"11107","香山","24","375","29005","男女合計","78408","431","284","34","66","35","28","687","559","9341","58145","10922"
"11107","香山","24","375","29005","男","39754","199","137","16","39","35","28","340","221","4849","29932","4973"
"11107","香山","24","375","29005","女","38654","232","147","18","27","35","28","347","338","4492","28213","5949"
